namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a6f8edd0-6f71-4f0b-bc16-48ecfa9a9a88,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,3b6f172e-8420-4bf9-b3b7-5968bfc18593,T1.Q6.A7,"Enthusiasm, joy",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a6f8edd0-6f71-4f0b-bc16-48ecfa9a9a88,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,ef1b4734-caef-41da-8051-6fc1b52e1a63,T1.Q6.A8,Other,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b940ecbe-e542-4c17-8d18-df18092e4fb1,T1.Q7,What other emotion does the passage express?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,a1f3aaa3-cd06-4122-b7b0-cdf2161867d0,T1.Q7.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",95d115b3-439c-4abe-98b0-4221fc6a7052,T1.Q8,Consider the thing represented as shocking/surprising. Do they mention any similar or comparison cases to give context for whether this is genuinely surprising?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,d651c1f4-4a91-469b-a4a7-b359b2322c32,T1.Q8.A1,"Yes, clear comparison cases show this is genuinely shocking",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",95d115b3-439c-4abe-98b0-4221fc6a7052,T1.Q8,Consider the thing represented as shocking/surprising. Do they mention any similar or comparison cases to give context for whether this is genuinely surprising?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,0b029073-4e22-4708-a6c8-319f037eb182,T1.Q8.A2,One clear comparison case suggesting this is shocking in comparison,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",95d115b3-439c-4abe-98b0-4221fc6a7052,T1.Q8,Consider the thing represented as shocking/surprising. Do they mention any similar or comparison cases to give context for whether this is genuinely surprising?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,9422cb55-2a94-4cf6-9d80-5c8b28c530d5,T1.Q8.A3,A clear comparison given which is not very different,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",95d115b3-439c-4abe-98b0-4221fc6a7052,T1.Q8,Consider the thing represented as shocking/surprising. Do they mention any similar or comparison cases to give context for whether this is genuinely surprising?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,fa387dcb-fecd-4130-9e88-2dec8376e571,T1.Q8.A4,No comparison or context cases given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c4407910-e3eb-4dd7-a197-f1a55f015178,T1.Q9,How appropriate is the slang?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8d80c2e3-4cb8-47a2-ac02-1078672692ae,T1.Q9.A1,Very inappropriate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c4407910-e3eb-4dd7-a197-f1a55f015178,T1.Q9,How appropriate is the slang?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,46163133-d7f2-4179-b15f-314f66146fc7,T1.Q9.A2,Somewhat inappropriate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c4407910-e3eb-4dd7-a197-f1a55f015178,T1.Q9,How appropriate is the slang?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,27eb6098-e3a2-408f-b248-ea39d5694133,T1.Q9.A3,Moderately inappropriate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c4407910-e3eb-4dd7-a197-f1a55f015178,T1.Q9,How appropriate is the slang?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,77ae14a7-40b9-4b4e-95cf-743d55fc197b,T1.Q9.A4,Mildly inappropriate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c4407910-e3eb-4dd7-a197-f1a55f015178,T1.Q9,How appropriate is the slang?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4ce57550-03fc-4246-bc41-82af96c4ac40,T1.Q9.A5,Completely appropriate,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",709efd78-03a0-4b5c-a74a-e735bde43608,T1.Q10,Is the slang used to denigrate a group or perspective?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,5a7a5aac-9fb1-4a74-a160-897ab05ae88c,T1.Q10.A1,"Yes, definitely",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",709efd78-03a0-4b5c-a74a-e735bde43608,T1.Q10,Is the slang used to denigrate a group or perspective?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,e960d7cc-c4ae-4707-a263-1cfaf37c9ee8,T1.Q10.A2,"Yes, somewhat",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",709efd78-03a0-4b5c-a74a-e735bde43608,T1.Q10,Is the slang used to denigrate a group or perspective?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,1b45bc14-7690-4b38-84a2-f9d619afe756,T1.Q10.A3,Maybe,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",709efd78-03a0-4b5c-a74a-e735bde43608,T1.Q10,Is the slang used to denigrate a group or perspective?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,2bc903ff-4779-4147-a810-d3fc4dff88b3,T1.Q10.A4,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",18f704fe-ca90-4093-a368-c0c4c7d0f45b,T1.Q11,Do the errors in the writing make understanding the text more difficult?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4b9fb3a9-26f9-448f-87fc-f5950d797bf9,T1.Q11.A1,Extremely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",18f704fe-ca90-4093-a368-c0c4c7d0f45b,T1.Q11,Do the errors in the writing make understanding the text more difficult?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,9f994f77-c7c9-4534-b8be-2f739380d5f4,T1.Q11.A2,Considerably,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",18f704fe-ca90-4093-a368-c0c4c7d0f45b,T1.Q11,Do the errors in the writing make understanding the text more difficult?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,bd088d3b-dd89-4b73-a5b2-372391ce6bee,T1.Q11.A3,Somewhat,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",18f704fe-ca90-4093-a368-c0c4c7d0f45b,T1.Q11,Do the errors in the writing make understanding the text more difficult?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,215f877a-5697-4dc2-aa24-ce287a9d3ab5,T1.Q11.A4,Mildly,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",18f704fe-ca90-4093-a368-c0c4c7d0f45b,T1.Q11,Do the errors in the writing make understanding the text more difficult?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,9c55a10f-659e-4c5d-bae5-d170c74aca9d,T1.Q11.A5,Not at all,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b0a2c120-2f4d-452d-83c6-f4bafd1274d1,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,143887fe-9db7-40fa-a2e7-f41327d0cc90,T1.Q12.A1,Nope,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b0a2c120-2f4d-452d-83c6-f4bafd1274d1,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,ebeec6ca-bb19-48fc-8a41-23dc07fbe069,T1.Q12.A2,Good job!,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b0a2c120-2f4d-452d-83c6-f4bafd1274d1,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,4576564a-f9ab-406e-9dcd-833127aa5493,T1.Q12.A3,Great job!,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b0a2c120-2f4d-452d-83c6-f4bafd1274d1,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,7be9c951-1810-46c7-9dde-498f1bfd27c2,T1.Q12.A4,Excellent job! (artfully and fairly presenting a very difficult subject),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7dfa12a0-c336-4a70-baca-ba2c76fb74ba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,582b7a68-a2b0-4074-aa9f-c2003929c47b,T1.Q13.A1,Very,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7dfa12a0-c336-4a70-baca-ba2c76fb74ba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,32cf264d-8a4f-4a58-8b4c-0f8ad1baab23,T1.Q13.A2,Somewhat,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7dfa12a0-c336-4a70-baca-ba2c76fb74ba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,1e00b56f-ef4e-4ec7-b959-e71c2f442628,T1.Q13.A3,Mildly,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7dfa12a0-c336-4a70-baca-ba2c76fb74ba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,c665a361-2b02-473e-9581-d5fff4ab2b87,T1.Q13.A4,Very Mildly,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7dfa12a0-c336-4a70-baca-ba2c76fb74ba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,962b1d54-26ea-4f92-b7bf-dd01fb1c44dc,T1.Q13.A5,Not at all,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,9ebc7708-4f07-4709-9dd8-933373db11f9,T1.Q14.A1,1: Easiest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,d1a505b0-1c78-4318-a85a-e899344066ff,T1.Q14.A2,2,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,47537a7f-ea33-46ac-94ad-d3fd4385a00d,T1.Q14.A3,3,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,bedc6a4e-5d12-4510-8124-d867308b1360,T1.Q14.A4,4: Neither easy nor difficult,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,a70ce9c1-97d9-48b9-b723-2e65f82e5a25,T1.Q14.A5,5,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,1cfe9f7a-4e5c-427f-84ba-d1e76e2742a4,T1.Q14.A6,6,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fe3b920b-b0e2-4e2e-a66e-2e402c3feaf8,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,6b2ff7a8-43f6-4952-b8a1-165d5d1a8c66,T1.Q14.A7,7 Hardest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7f475e7d-ae5b-488d-a260-49b2e2e05167,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,4a4a25a3-f168-486b-bbf0-bd8f02519550,T1.Q15.A1,1: I was guessing randomly for everything,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7f475e7d-ae5b-488d-a260-49b2e2e05167,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,75e4742b-fbfc-4853-882d-4adef52b03e6,T1.Q15.A2,2,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7f475e7d-ae5b-488d-a260-49b2e2e05167,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,c55183bd-4021-416c-977c-debc34b26a3d,T1.Q15.A3,3,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Language_2020_09_20,38d017281682f4e1189219a84fea5b897a22a32e05226b87e638d02d150b509f,5cccf209-8590-405d-bb91-216e07f2b031,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7f475e7d-ae5b-488d-a260-49b2e2e05167,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,5625265b-8884-4615-9ffd-c2f175d0c109,T1.Q15.A4,4: Somewhat confident,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
